runner_step,actor_rank,mode,signal_mode,warmup,history_steps,history_count,history_queries,history_mean,history_std,position_center_median,position_scale_median,current_count,current_mean,current_std,valid_queries_local,weight_min,weight_p05,weight_mean,weight_p50,weight_p95,weight_max,weight_below_one_fraction,weight_above_one_fraction,residual_p05,residual_p50,residual_p95,z_low_clip_fraction,z_high_clip_fraction,positive_adv_weight_mean,negative_adv_weight_mean,actor_grad_norm,actor_clip_fraction,actor_approx_kl,actor_ratio,actor_policy_loss,global_step
10,0,apply,per_h_robust_residual,0,5,256000,5120,-4.3521292640483,0.6217623120624893,-4.413923263549805,0.5992881059646606,51200,-4.33086779311765,0.6005220431153109,128,0.5,0.7396346926689148,1.005487322807312,1.032508134841919,1.2000000476837158,1.2000000476837158,0.3600000143051147,0.6399999856948853,-1.0414612293243408,0.3250823020935058,2.0,0.0014062500558793,0.0551562495529651,0.9999558925628662,1.022081732749939,21.69876480102539,0.0825712531805038,0.020003167912364,1.0007500648498535,-0.0028083571232855,11
11,0,apply,per_h_robust_residual,0,5,256000,5120,-4.336537783627864,0.6177383107763241,-4.397029399871826,0.5950229167938232,51200,-4.19983074079646,0.6471196226692942,348,0.5,0.7385004162788391,1.0163512229919434,1.0422163009643557,1.2000000476837158,1.2000000476837158,0.3295977115631103,0.6704022884368896,-1.0459983348846436,0.4221625924110412,2.0,0.0014942528214305,0.0798275843262672,0.9991135597229004,1.040771245956421,46.89915466308594,0.1566181778907776,0.0507161021232605,0.990031123161316,0.0133413691073656,12
12,0,apply,per_h_robust_residual,0,5,256000,5120,-4.301953703343228,0.6214462882618159,-4.361681938171387,0.5906861424446106,51200,-4.181654867546167,0.6221314963030855,215,0.5,0.7625913619995117,1.0316425561904907,1.052497625350952,1.2000000476837158,1.2000000476837158,0.294511616230011,0.705488383769989,-0.9496346712112428,0.5249762535095215,2.0,0.0013023256324231,0.1159069761633873,1.0131304264068604,1.0563925504684448,37.16465759277344,0.1247791796922683,0.0094731468707323,1.0184996128082275,-0.0007778551080264,13
13,0,apply,per_h_robust_residual,0,5,256000,5120,-4.268978999479499,0.6185385221384009,-4.338798999786377,0.5865268707275391,51200,-4.208326295013539,0.5831261194155164,234,0.5,0.733160674571991,1.0049104690551758,1.0329747200012207,1.2000000476837158,1.2000000476837158,0.3557265102863312,0.6442735195159912,-1.067357301712036,0.3297471404075622,2.0,0.0023076923098415,0.052820511162281,0.9955638647079468,1.0259395837783811,35.0042839050293,0.1161950007081031,0.0257868357002735,1.0077687501907349,-0.002658917568624,14
14,0,apply,per_h_robust_residual,0,5,256000,5120,-4.248354659662407,0.6121732306664882,-4.318805694580078,0.5785888433456421,51200,-4.178709279204486,0.5910162783598601,296,0.5,0.6987230181694031,0.9917383193969728,1.0258738994598389,1.2000000476837158,1.2000000476837158,0.3969594538211822,0.6030405163764954,-1.2051076889038086,0.2587393522262573,2.0,0.0038513513281941,0.0555405393242836,0.9852545857429504,1.0002484321594238,34.81755065917969,0.1137855276465416,0.0609475299715995,0.9760122299194336,0.0078633427619934,15
15,0,apply,per_h_robust_residual,0,5,256000,5120,-4.219877795135661,0.6118471020649915,-4.2865142822265625,0.5758570432662964,51200,-4.176246668421664,0.6077479098532494,234,0.5,0.7156303524971008,0.9980385899543762,1.0308661460876465,1.2000000476837158,1.2000000476837158,0.3819658160209656,0.6180341839790344,-1.137478590011597,0.3086608946323395,2.0,0.0032478631474077,0.0595726482570171,0.9859697222709656,1.0251935720443726,34.9594612121582,0.1339557468891143,0.0188337601721286,1.015575647354126,0.0004877735627815,16
16,0,apply,per_h_robust_residual,0,5,256000,5120,-4.188953570196463,0.6107894131885406,-4.267068862915039,0.574837327003479,51200,-4.178996782406466,0.601258638115723,130,0.5,0.7023481130599976,0.98407781124115,1.023296356201172,1.1740707159042358,1.2000000476837158,0.4084615409374237,0.5915384888648987,-1.1906074285507202,0.2329632639884948,1.7407078742980957,0.0041538462974131,0.0290769226849079,0.9932636022567748,0.9634100198745728,22.6632022857666,0.1386928558349609,0.0534330457448959,0.984294295310974,-0.0017616695258766,17
17,0,apply,per_h_robust_residual,0,5,256000,5120,-4.184786778518465,0.6013253186420049,-4.262788772583008,0.5641488432884216,51200,-4.17910010421394,0.604048680074897,244,0.5,0.7102170586585999,0.9986955523490906,1.028684139251709,1.2000000476837158,1.2000000476837158,0.3810655772686004,0.618852436542511,-1.1591317653656006,0.2868414521217346,2.0,0.0037704918067902,0.0689344257116317,0.9745566844940186,1.0271450281143188,42.791748046875,0.1430450975894928,0.0324611216783523,1.0106544494628906,0.0054298876784741,18
18,0,apply,per_h_robust_residual,0,5,256000,5120,-4.184275825852019,0.5976301745130717,-4.264256954193115,0.5560138821601868,51200,-4.158773223786848,0.5670735115671383,246,0.5,0.7118729948997498,1.0036773681640625,1.0325148105621338,1.2000000476837158,1.2000000476837158,0.3728455305099487,0.6271544694900513,-1.152508020401001,0.3251473903656006,2.0,0.0041463412344455,0.0895934924483299,0.9865740537643432,1.0216357707977295,36.25082015991211,0.1016937643289566,0.0432799570262432,0.9876663684844972,0.0078412611037492,19
19,0,apply,per_h_robust_residual,0,5,256000,5120,-4.1743652116066805,0.5944621569268681,-4.2576446533203125,0.5493655800819397,51200,-4.210404026589822,0.5481840968090865,162,0.5,0.6817695498466492,0.984125792980194,1.02104389667511,1.2000000476837158,1.2000000476837158,0.4151851832866668,0.5848147869110107,-1.2729220390319824,0.210438996553421,2.0,0.0048148147761821,0.0582716055214405,0.9775577187538148,0.9923359751701356,31.59879302978516,0.1339327841997146,0.0394196286797523,1.0001366138458252,0.0075165592133998,20
20,0,apply,per_h_robust_residual,0,5,256000,5120,-4.180704161083748,0.5863805686853027,-4.26393985748291,0.5306450128555298,51200,-4.125186162046157,0.6017967167187633,154,0.5,0.7249327301979065,1.0018779039382937,1.03233003616333,1.2000000476837158,1.2000000476837158,0.3768831193447113,0.6231169104576111,-1.1002689599990845,0.3233008980751037,2.0,0.0011688311351463,0.0616883113980293,1.002383589744568,1.0004369020462036,36.367713928222656,0.1289811134338379,0.0302442852407693,1.0052329301834106,-0.0002724135993048,21
21,0,apply,per_h_robust_residual,0,5,256000,5120,-4.170492059808646,0.5855857865240676,-4.253397464752197,0.5307973623275757,51200,-4.139433192303404,0.5304958842777356,214,0.5,0.7302210330963135,1.0016613006591797,1.0311965942382812,1.2000000476837158,1.2000000476837158,0.365887850522995,0.6341121792793274,-1.0791157484054563,0.3119663000106811,2.0,0.0020560747943818,0.0514953285455703,0.9971135258674622,1.008172869682312,34.29507827758789,0.1149840056896209,0.0453041717410087,0.9898625612258912,0.0033217836171388,22
22,0,apply,per_h_robust_residual,0,5,256000,5120,-4.162579341788034,0.5718473166210991,-4.245543479919434,0.5207509398460388,51200,-4.11096053476329,0.5395552003497696,189,0.5,0.7002044320106506,0.9905272126197816,1.0243964195251465,1.2000000476837158,1.2000000476837158,0.4028571546077728,0.5971428751945496,-1.199182391166687,0.2439643144607544,2.0,0.0021164021454751,0.0543915331363678,0.9769513607025146,1.0074971914291382,35.57131576538086,0.1455605179071426,0.0324700884521007,0.9987538456916808,0.0038176686502993,23
23,0,apply,per_h_robust_residual,0,5,256000,5120,-4.148951427897904,0.5590625616906454,-4.23541259765625,0.5087728500366211,51200,-4.10384609042434,0.5546881146422764,187,0.5,0.691155731678009,0.9887474775314332,1.022139310836792,1.2000000476837158,1.2000000476837158,0.4142245948314667,0.5857753753662109,-1.235377073287964,0.2213925123214721,2.0,0.003529411740601,0.0612834207713604,0.9941754937171936,0.980077624320984,26.470312118530277,0.1880378425121307,0.0541876852512359,0.987551212310791,0.0017228074138984,24
24,0,apply,per_h_robust_residual,0,5,256000,5120,-4.1379660012254025,0.556811620249271,-4.226490497589111,0.5034995079040527,51200,-4.11843226945959,0.5089398178014858,204,0.5,0.723555326461792,0.9896273016929626,1.01827871799469,1.2000000476837158,1.2000000476837158,0.4221568703651428,0.5778431296348572,-1.105778455734253,0.1827872097492218,2.0,0.0013725489843636,0.0652941167354583,0.9865387082099916,0.9996650218963624,23.65475845336914,0.1560878753662109,0.0283176302909851,0.9679179191589355,-0.0018387790769338,25
25,0,apply,per_h_robust_residual,0,5,256000,5120,-4.119571649799356,0.5481153846971619,-4.211048126220703,0.4934704899787903,51200,-4.100669350128155,0.5184226159898391,237,0.5,0.714318573474884,0.9972938895225524,1.0272191762924194,1.2000000476837158,1.2000000476837158,0.3876793384552002,0.6123206615447998,-1.1427255868911743,0.2721916735172272,2.0,0.0017721519106999,0.0776371285319328,0.9806765913963318,1.027561068534851,40.564903259277344,0.1443501859903335,0.0383920930325984,1.0055776834487915,0.0113255176693201,26
26,0,apply,per_h_robust_residual,0,5,256000,5120,-4.114668287415756,0.530840965750876,-4.208971977233887,0.4816761910915375,51200,-4.081536984286504,0.5063196615603627,232,0.5,0.7059823870658875,0.9833288788795472,1.0152735710144043,1.2000000476837158,1.2000000476837158,0.4318965375423431,0.5681034326553345,-1.1760703325271606,0.1527349054813385,2.0,0.0024137930013239,0.0543103441596031,0.9839074015617372,0.9818106293678284,33.377769470214844,0.1216262727975845,0.0473410077393054,0.982963502407074,0.0017906799912452,27
27,0,apply,per_h_robust_residual,0,5,256000,5120,-4.103089045812376,0.5260624220747931,-4.200940132141113,0.4770425260066986,51200,-4.035163587647258,0.524639733038592,213,0.5,0.7058858871459961,1.0039970874786377,1.0347803831100464,1.2000000476837158,1.2000000476837158,0.364319235086441,0.6356807351112366,-1.1764564514160156,0.3478039503097534,2.0,0.0037558686453849,0.0877934247255325,0.9885240793228148,1.0277589559555054,29.385032653808597,0.1975235193967819,0.0347673892974853,1.0236247777938845,-0.001731727970764,28
28,0,apply,per_h_robust_residual,0,5,256000,5120,-4.08792965638917,0.5236865984430961,-4.183602809906006,0.4677408933639526,51200,-4.035968944645719,0.5065873227889547,183,0.5,0.7272517085075378,1.0206756591796875,1.0464591979980469,1.2000000476837158,1.2000000476837158,0.3234972655773163,0.6765027046203613,-1.0909931659698486,0.4645918607711792,2.0,0.0038251366931945,0.1113661229610443,1.0039132833480835,1.055038332939148,36.830684661865234,0.1373956501483917,0.0248606372624635,1.014683485031128,0.0035533385816961,29
29,0,apply,per_h_robust_residual,0,5,256000,5120,-4.074354227233445,0.5141430149945228,-4.169269561767578,0.454226553440094,51200,-4.025542460719007,0.4987871148309094,51,0.5,0.7649171352386475,1.0354243516921997,1.058237075805664,1.2000000476837158,1.2000000476837158,0.2972548902034759,0.7027450799942017,-0.9403313398361206,0.5823710560798645,2.0,0.000784313713666,0.1333333402872085,1.0423803329467771,1.0128177404403689,26.24510765075684,0.0914507359266281,0.0106581095606088,1.0160701274871826,0.0029872807208448,30
30,0,apply,per_h_robust_residual,0,5,256000,5120,-4.055776265485329,0.5118980481592015,-4.146093368530273,0.4515431523323059,51200,-4.044564687309321,0.4903925408679088,130,0.5,0.6860859394073486,0.9935252666473388,1.026577115058899,1.2000000476837158,1.2000000476837158,0.4035384654998779,0.5964615345001221,-1.2556564807891846,0.2657712697982788,2.0,0.0064615383744239,0.0949230790138244,0.9778780341148376,1.0287312269210815,27.526460647583008,0.1515828073024749,0.0452602803707122,1.0005720853805542,-0.0023680562153458,31
31,0,apply,per_h_robust_residual,0,5,256000,5120,-4.044555332921562,0.5058461540258241,-4.138898849487305,0.4486473500728607,51200,-4.028304503243416,0.4544290035024995,79,0.5,0.713823139667511,1.0005394220352173,1.0278178453445437,1.2000000476837158,1.2000000476837158,0.3873417675495147,0.6126582026481628,-1.1447073221206665,0.2781785428524017,2.0,0.003291139146313,0.0962025299668312,0.9896801114082336,1.0203192234039309,20.34955406188965,0.1516368985176086,0.0311593487858772,1.0045793056488037,0.0003288183361291,32
32,0,apply,per_h_robust_residual,0,5,256000,5120,-4.0339088367129445,0.4955557455574892,-4.11644172668457,0.4407925903797149,51200,-4.018187148688594,0.4859395232529839,127,0.5,0.6413103938102722,0.9632381796836852,1.006477117538452,1.2000000476837158,1.2000000476837158,0.474330723285675,0.525669276714325,-1.4347584247589111,0.0647716969251632,2.0,0.0083464570343494,0.0692913383245468,0.9621689319610596,0.9670189023017884,27.21993637084961,0.1755405664443969,0.0366300493478775,1.0170888900756836,-0.0021314702462404,33
33,0,apply,per_h_robust_residual,0,5,256000,5120,-4.030513548921212,0.487638352209967,-4.108595371246338,0.4361637830734253,51200,-4.028439166976023,0.5168258658962012,133,0.5,0.6482330560684204,0.9804738759994508,1.0198678970336914,1.2000000476837158,1.2000000476837158,0.4276691675186157,0.5723308324813843,-1.4070676565170288,0.1986780762672424,2.0,0.0093233082443475,0.1073684245347976,0.9572978019714355,1.0165752172470093,22.96509552001953,0.1723067760467529,0.0541543737053871,0.9904162883758544,-0.0016595210181549,34
34,0,apply,per_h_robust_residual,0,5,256000,5120,-4.029007593387272,0.4897749023759234,-4.104120254516602,0.4351744651794433,51200,-4.020949622655171,0.5070744868518265,107,0.5,0.6327372789382935,0.980863392353058,1.0203256607055664,1.2000000476837158,1.2000000476837158,0.424485981464386,0.575514018535614,-1.4690508842468262,0.2032559216022491,2.0,0.0114018693566322,0.0818691551685333,0.9596577286720276,1.0112261772155762,33.225032806396484,0.1662663370370865,0.0366197898983955,0.999173641204834,0.005742022767663,35
0,1,apply,per_h_robust_residual,1,0,0,0,0.0,0.0,,,51200,-4.423609437821433,0.639531974082355,288,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39.27231979370117,0.1501936018466949,0.12156543135643,1.0045292377471924,0.0107695851475,1
1,1,apply,per_h_robust_residual,0,1,51200,1024,-4.423609437821433,0.639531974082362,-4.470353126525879,0.6069532632827759,51200,-4.389597834816668,0.6539578012523979,259,0.5,0.7048873901367188,0.9942917227745056,1.0265103578567505,1.2000000476837158,1.2000000476837158,0.3806177675724029,0.6193822622299194,-1.180450439453125,0.2651031613349914,2.0,0.0038610037881881,0.0507335923612117,0.9849846959114076,1.01670241355896,38.010963439941406,0.1335940062999725,0.0437088087201118,1.0105571746826172,0.005255670286715,2
2,1,apply,per_h_robust_residual,0,2,102400,2048,-4.40660363631905,0.6470086345104008,-4.44789457321167,0.6165252327919006,51200,-4.389848171594785,0.6890082697460194,234,0.5,0.7019891738891602,0.9977416396141052,1.0298664569854736,1.2000000476837158,1.2000000476837158,0.377094030380249,0.622905969619751,-1.1920431852340698,0.2986637353897095,2.0,0.0042735044844448,0.0746153816580772,0.9803950786590576,1.036771297454834,44.16446304321289,0.1556043922901153,0.0507508143782615,0.995339035987854,0.00713946018368,3
3,1,apply,per_h_robust_residual,0,3,153600,3072,-4.401018481410962,0.6613521265237648,-4.440747261047363,0.6295989751815796,51200,-4.374157278408675,0.6682829531428861,285,0.5,0.7078116536140442,0.988711953163147,1.022410869598389,1.1915829181671145,1.2000000476837158,0.4007017612457275,0.5992982387542725,-1.1687532663345337,0.2241095006465912,1.9158289432525637,0.0019649122841656,0.0439298227429389,0.9757161736488342,1.0220136642456057,46.17745971679688,0.1269328296184539,0.0318716317415237,1.0002052783966064,0.0057127466425299,4
4,1,apply,per_h_robust_residual,0,4,204800,4096,-4.394303180660391,0.6631936282873846,-4.434177398681641,0.631365180015564,51200,-4.381167614564765,0.6352505024299584,206,0.5,0.7115719318389893,0.9856299161911012,1.0190701484680176,1.18801748752594,1.2000000476837158,0.4173786342144012,0.5826213359832764,-1.153712272644043,0.1907015591859817,1.8801748752593996,0.0029126212466508,0.0404854379594326,0.9789555072784424,1.0035076141357422,29.716089248657227,0.1368496716022491,0.0209205169230699,1.0159616470336914,-0.0004832803970202,5
5,1,apply,per_h_robust_residual,0,5,256000,5120,-4.391676067441265,0.6577209727108891,-4.437694549560547,0.6271839141845703,51200,-4.408825195219833,0.6177278000835846,101,0.5,0.6828688383102417,0.9779940843582152,1.0156983137130735,1.186806559562683,1.2000000476837158,0.4342574179172516,0.565742552280426,-1.2685246467590332,0.1569831669330597,1.868065357208252,0.0057425741106271,0.0374257415533065,0.966215431690216,1.0256975889205933,29.378421783447266,0.1098142862319946,0.0441101342439651,0.9936603307724,0.0007661884883418,6
6,1,apply,per_h_robust_residual,0,5,256000,5120,-4.388719218920945,0.6534219948111756,-4.447086334228516,0.6280046701431274,51200,-4.372751142219641,0.6381117286566997,233,0.5,0.713009238243103,0.9973918795585632,1.030436635017395,1.1865192651748655,1.2000000476837158,0.3699570894241333,0.6300429105758667,-1.1479631662368774,0.3043666183948517,1.865192532539368,0.0035193134099245,0.0381115861237049,0.9896101355552672,1.0162739753723145,33.81541061401367,0.1293120980262756,0.0301609765738248,1.000861883163452,0.002899169921875,7
7,1,apply,per_h_robust_residual,0,5,256000,5120,-4.38534988040154,0.6503114229725159,-4.448101997375488,0.6274573802947998,51200,-4.346528386864812,0.6419686751135348,215,0.5,0.704412043094635,1.0044783353805542,1.0377944707870483,1.2000000476837158,1.2000000476837158,0.3587906956672668,0.6412093043327332,-1.18235182762146,0.3779443502426147,2.0,0.0037209303118288,0.0722790732979774,0.9892523288726808,1.024834394454956,27.99327278137207,0.1056618243455886,0.0159004069864749,1.0039020776748655,-0.0054342737421393,8
8,1,apply,per_h_robust_residual,0,5,256000,5120,-4.376685923455545,0.6407850920984951,-4.440138816833496,0.6149792075157166,51200,-4.311447994098999,0.6155920600184361,236,0.5,0.7188441753387451,1.0028975009918213,1.0332624912261963,1.2000000476837158,1.2000000476837158,0.3626271188259125,0.6373729109764099,-1.12462317943573,0.3326245248317718,2.0,0.0026271187234669,0.0639830529689788,0.9942877292633056,1.0196864604949951,44.476348876953125,0.141735553741455,0.0391485020518302,0.9934695959091188,0.003485586028546,9
9,1,apply,per_h_robust_residual,0,5,256000,5120,-4.364144066593609,0.6306888698380523,-4.4293212890625,0.6083263158798218,51200,-4.32109360183822,0.5888981641395247,210,0.5,0.7154906988143921,0.9994354248046876,1.0319690704345703,1.2000000476837158,1.2000000476837158,0.3767619132995605,0.6232380867004395,-1.1380374431610107,0.3196912407875061,2.0,0.0027619048487395,0.0590476207435131,1.004643440246582,0.9894540309906006,33.865074157714844,0.1184467002749443,0.0295388996601104,0.9982677698135376,0.0081502338871359,10
10,1,apply,per_h_robust_residual,0,5,256000,5120,-4.3521292640483,0.6217623120624893,-4.413923263549805,0.5992881059646606,51200,-4.33086779311765,0.6005220431153109,77,0.5,0.7281008362770081,1.0011869668960571,1.0302201509475708,1.194965124130249,1.2000000476837158,0.3675324618816376,0.63246750831604,-1.0875966548919678,0.3022014498710632,1.949652075767517,0.0010389609960839,0.0457142852246761,0.989410161972046,1.0347505807876587,21.69876480102539,0.0825712531805038,0.020003167912364,1.0007500648498535,-0.0028083571232855,11
11,1,apply,per_h_robust_residual,0,5,256000,5120,-4.336537783627864,0.6177383107763241,-4.397029399871826,0.5950229167938232,51200,-4.19983074079646,0.6471196226692942,261,0.5,0.7291754484176636,1.0098899602890017,1.036447286605835,1.2000000476837158,1.2000000476837158,0.3495019078254699,0.65049809217453,-1.0832980871200562,0.3644731044769287,2.0,0.0034482758492231,0.0733333304524421,0.9976723194122314,1.0356342792510986,46.89915466308594,0.1566181778907776,0.0507161021232605,0.990031123161316,0.0133413691073656,12
12,1,apply,per_h_robust_residual,0,5,256000,5120,-4.301953703343228,0.6214462882618159,-4.361681938171387,0.5906861424446106,51200,-4.181654867546167,0.6221314963030855,273,0.5,0.7468875050544739,1.0229600667953491,1.0478081703186035,1.2000000476837158,1.2000000476837158,0.318461537361145,0.681538462638855,-1.012450098991394,0.478081464767456,2.0,0.001684981631115,0.0873260051012039,1.002524733543396,1.0447887182235718,37.16465759277344,0.1247791796922683,0.0094731468707323,1.0184996128082275,-0.0007778551080264,13
13,1,apply,per_h_robust_residual,0,5,256000,5120,-4.268978999479499,0.6185385221384009,-4.338798999786377,0.5865268707275391,51200,-4.208326295013539,0.5831261194155164,238,0.5,0.7503429055213928,1.0201351642608645,1.0453667640686035,1.2000000476837158,1.2000000476837158,0.3183193206787109,0.6816806793212891,-0.9986283779144288,0.4536683261394501,2.0,0.0010924369562417,0.0762184858322143,0.997812807559967,1.0581847429275513,35.0042839050293,0.1161950007081031,0.0257868357002735,1.0077687501907349,-0.002658917568624,14
14,1,apply,per_h_robust_residual,0,5,256000,5120,-4.248354659662407,0.6121732306664882,-4.318805694580078,0.5785888433456421,51200,-4.178709279204486,0.5910162783598601,213,0.5,0.7663484215736389,1.0298936367034912,1.0517133474349976,1.2000000476837158,1.2000000476837158,0.2987793385982513,0.7012206315994263,-0.9346063137054444,0.5171331167221069,2.0,0.0004694835806731,0.1026291102170944,1.0164353847503662,1.050561785697937,34.81755065917969,0.1137855276465416,0.0609475299715995,0.9760122299194336,0.0078633427619934,15
15,1,apply,per_h_robust_residual,0,5,256000,5120,-4.219877795135661,0.6118471020649915,-4.2865142822265625,0.5758570432662964,51200,-4.176246668421664,0.6077479098532494,265,0.5,0.7088491916656494,0.9898420572280884,1.021406650543213,1.2000000476837158,1.2000000476837158,0.4042264223098755,0.5957735776901245,-1.1646031141281128,0.2140666842460632,2.0,0.002716981107369,0.0582641512155532,0.9834981560707092,1.0003095865249634,34.9594612121582,0.1339557468891143,0.0188337601721286,1.015575647354126,0.0004877735627815,16
16,1,apply,per_h_robust_residual,0,5,256000,5120,-4.188953570196463,0.6107894131885406,-4.267068862915039,0.574837327003479,51200,-4.178996782406466,0.601258638115723,75,0.5,0.685976505279541,0.9770922064781188,1.014833688735962,1.2000000476837158,1.2000000476837158,0.4413333237171173,0.5586666464805603,-1.256093978881836,0.1483376771211624,2.0,0.0045333332382142,0.0592000000178813,0.9762653708457948,0.9814326763153076,22.6632022857666,0.1386928558349609,0.0534330457448959,0.984294295310974,-0.0017616695258766,17
17,1,apply,per_h_robust_residual,0,5,256000,5120,-4.184786778518465,0.6013253186420049,-4.262788772583008,0.5641488432884216,51200,-4.17910010421394,0.604048680074897,292,0.5,0.6822112798690796,0.9777875542640686,1.012898325920105,1.2000000476837158,1.2000000476837158,0.4442465901374817,0.5557534098625183,-1.2711548805236816,0.1289834678173065,2.0,0.0049315067008137,0.0640410929918289,0.9636749029159546,1.000468373298645,42.791748046875,0.1430450975894928,0.0324611216783523,1.0106544494628906,0.0054298876784741,18
